x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,Y
0.16,15.37,0.04,2.85,0.004,2.19,0.09,0.05,1.9,1.1,0,0,0.165,8.02,1.63,0.003,23.22,0.16,3.43,0.09,0.1,0,1
0.45,29.8,0.04,1.46,0.003,2.35,0.07,0.01,1.46,1.46,0,0,0.083,4.07,1.37,0.009,28.46,0.45,0.96,0.07,0.4,0.06,1
0.45,12.21,0.04,2.89,0.006,5.23,0.06,0.84,0.99,0.62,0,0,0.076,15.59,1.77,0.004,9.06,0.45,1.06,0.06,0.4,0.02,1
3.2,1.54,0.01,3.25,0.002,4.24,0.01,0.45,1.13,1.05,0,0,0.007,5.79,1.3,0.006,25.84,3.2,6.28,0.01,0.42,0.08,1
1.27,19.87,0.03,0.04,0.008,6.23,0.03,0.84,1.91,0.83,0,0,0.018,0.45,1.42,0.009,12.9,1.27,2.15,0.03,0.21,0.04,1
4.39,5.04,0.01,3.41,0.008,4.39,0.07,0.19,0.67,0.75,0,0,0.034,4.54,1.58,0.008,7.82,4.39,1.84,0.07,0.14,0.07,1
1.86,10.48,0.04,3.79,0.001,5.65,0.04,0.69,1.59,0.21,0,0,0.016,4.94,1.48,0.001,39.06,1.86,7.51,0.04,0.4,0.01,1
2.41,23.26,0.03,3.56,0.008,6.26,0.06,0.73,1.59,0.27,0,0,0.183,8.21,1.95,0.006,1.88,2.41,3.24,0.06,0.09,0.07,1
1.51,9.1,0.03,1.94,0.001,7.54,0.08,0.76,0.27,1.42,0,0,0.107,14.33,1.95,0.002,19.46,1.51,3.91,0.08,0.13,0.04,1
3.13,6.45,0.03,3.44,0.006,3.33,0.09,0.55,0.23,0.91,0,0,0.191,1.29,1.32,0.005,16.35,3.13,0.05,0.09,0.25,0.02,1
2.85,11.98,0.02,3.75,0.002,6.32,0.06,0.58,0.89,0.04,0,0,0.089,7.47,1.78,0,2.87,2.85,1.66,0.06,0.33,0.05,1
0.23,10.42,0.05,3.89,0.002,6.83,0.03,0.2,0.07,0.73,0,0,0.157,10.83,1.84,0.006,16.47,0.23,1.34,0.03,0.06,0.04,1
2.25,11.64,0.01,3.73,0.009,5.67,0.06,0.64,0.4,0.27,0,0,0.062,4.46,1.26,0.009,26.12,2.25,7.76,0.06,0.03,0.09,1
2.54,19.79,0.03,2.43,0.002,2.03,0.01,0.82,1.05,0.69,0,0,0.052,9.46,1.7,0.002,14.67,2.54,6.6,0.01,0.03,0.04,1
2.45,12.38,0.03,0.78,0.001,1.82,0.01,0.06,1.27,1.15,0,0,0.015,13.11,1.33,0.007,4.79,2.45,0.7,0.01,0.23,0.07,1
3.13,28.98,0.02,1.8,0.008,6.25,0.01,0.32,0.72,0.53,0,0,0.03,6.98,1.8,0.009,15.09,3.13,4.94,0.01,0.39,0.09,1
4.39,18.91,0.04,0.73,0.003,2.92,0.06,0.41,1.26,1.04,0,0,0.2,16.09,1.23,0.005,4.79,4.39,4.52,0.06,0.45,0.05,1
1.55,11.3,0.02,3.14,0.007,7.52,0.09,0.03,0.1,1.38,0,0,0.033,7.43,1.55,0.007,19.77,1.55,2.42,0.09,0.26,0.02,1
2.56,6.22,0.001,0.17,0.001,1.39,0.01,0.74,0.03,0.15,0,0,0.165,16.08,1.5,0.003,11.39,2.56,3.86,0.01,0.43,0,1
0.42,18.06,0.04,2.22,0.008,6.92,0.09,0.61,1.95,0.48,0,0,0.095,14.52,1.39,0.002,25.83,0.42,4.2,0.09,0.08,0.03,1
2.13,29.19,0.05,1.47,0.005,0.5,0.05,0.52,1.92,0.72,0,0,0.009,9.68,1.51,0.002,21.38,2.13,5.1,0.05,0.28,0.09,1
4.75,14.91,0.04,2.4,0.001,6.36,0.02,0.35,1.48,0.54,0,0,0.126,11.21,1.22,0.007,9.56,4.75,7.9,0.02,0.17,0.06,1
3.93,4.89,0.01,2.26,0.004,3.53,0.01,0.4,1.49,1.05,0,0,0.196,6.73,1.31,0.003,22.88,3.93,6.43,0.01,0.31,0.08,1
0.86,9.91,0.01,2.34,0.008,6.5,0.1,0.09,1.76,0.56,0,0,0.096,6.32,1.43,0.002,32.6,0.86,3.54,0.1,0.05,0.01,1
2.06,26,0.01,1.47,0.004,2.77,0.02,0.24,0.66,0.55,0,0,0.16,3.15,1.61,0.008,13.88,2.06,7.56,0.02,0.47,0.06,1
4.78,2.05,0.03,2.38,0.008,1.9,0.02,0.79,0.51,0.91,0,0,0.041,13.57,1.46,0.005,41.91,4.78,6.38,0.02,0.34,0.07,1
3.43,15.58,0.04,2.65,0.008,1.49,0.06,0.15,1.97,0.26,0,0,0.122,3.25,1.79,0.008,36.15,3.43,3.91,0.06,0.48,0.04,1
4.81,26.64,0.02,2.29,0.005,0.7,0.08,0.17,1.57,0.11,0,0,0.018,7.49,1.95,0.001,2.72,4.81,0.35,0.08,0.22,0.05,1
0.48,23.82,0.01,2.69,0.003,6.81,0.05,0.34,0.21,1.43,0,0,0.097,8.12,1.45,0.007,27.84,0.48,0.64,0.05,0.17,0.01,1
2.67,7.23,0.04,3.38,0.002,3.82,0.04,0.75,1.93,0.18,0,0,0.04,6.22,1.65,0.007,42.42,2.67,5.34,0.04,0.03,0.06,1
3.21,23.64,0.04,0.55,0.006,3.08,0.07,0.28,1.5,0.63,0,0,0.152,7.86,1.82,0.005,28.19,3.21,5.94,0.07,0.22,0.02,1
3.83,18.88,0.04,2.49,0.003,5.71,0.08,0.3,0.67,1.08,0,0,0.008,10.56,1.84,0.008,16.54,3.83,3.4,0.08,0.29,0.02,1
1.14,8.89,0.04,2.67,0.001,0.17,0.01,0.46,0.1,0.01,0,0,0.101,15.1,1.36,0.007,10.45,1.14,6,0.01,0.01,0.04,1
0.17,12.03,0.05,3.87,0.004,4.93,0.02,0.71,1.98,1.32,0,0,0.034,3.35,1.15,0.006,4.8,0.17,7.16,0.02,0.21,0.09,1
2.27,2.65,0.04,1.87,0.004,6.28,0.08,0.57,0.28,1.25,0,0,0.048,0.39,1.88,0.008,51.03,2.27,1,0.08,0.28,0.03,1
1.32,0.71,0.02,0.96,0.006,3.98,0.04,0.38,1.5,0.92,0,0,0.184,10.27,1.21,0.007,26.53,1.32,4.07,0.04,0.11,0.08,1
2.89,22.57,0.02,2.95,0.005,1.39,0.08,0.68,0.77,0.49,0,0,0.075,18.75,1.44,0.004,14.49,2.89,7.3,0.08,0.04,0.04,1
4.2,6.7,0.03,2.83,0.004,2.32,0.07,0.25,1.52,0.53,0,0,0.188,5.05,1.58,0.009,16.41,4.2,7.9,0.07,0.13,0.08,1
2.29,13.29,0.02,3.74,0.003,7.15,0.1,0.13,1.42,0.7,0,0,0.053,14.45,1.41,0.008,14.45,2.29,1.72,0.1,0.03,0.06,1
0.43,16.29,0.01,3.45,0.006,6.79,0.02,0.05,1.18,0.47,0,0,0.087,0.26,1.53,0.006,18.48,0.43,3.02,0.02,0.31,0.06,1
2.99,3.76,0.04,2.24,0.006,0.51,0.02,0.4,0.69,0.14,0,0,0.155,5.88,1.33,0.01,32.51,2.99,1.05,0.02,0.43,0.02,1
1.75,0.69,0.04,3.41,0.009,1.55,0.08,0.86,0.26,0.59,0,0,0.008,12.69,1.61,0.001,25.03,1.75,6.26,0.08,0.2,0.06,1
1.25,19.22,0.03,1.09,0.008,6.56,0.03,0.84,1.72,0.91,0,0,0.019,4.07,1.35,0.008,26.65,1.25,6.98,0.03,0.18,0.04,1
1.01,17.54,0.01,3.92,0.002,5.68,0.07,0.28,0.77,1.4,0,0,0.115,14.19,1.39,0.005,8.04,1.01,5.95,0.07,0.47,0.07,1
1.95,19.19,0.02,1.35,0.001,3.02,0.08,0.87,1.48,0.45,0,0,0.053,4.21,1.73,0.005,15.84,1.95,7.63,0.08,0.49,0.04,1
4.35,0.13,0.02,1.92,0.007,3.21,0,0.02,0.33,0.74,0,0,0.008,1.59,1.98,0.001,22.42,4.35,4.13,0,0.06,0.04,1
3.2,8.68,0.01,2.64,0.006,6.58,0.08,0.01,0.17,0.95,0,0,0.021,10.39,1.17,0.005,22.12,3.2,6.67,0.08,0.24,0.07,1
0.85,29.02,0.03,1.21,0.003,6.14,0.06,0.36,1.18,1.1,0,0,0.044,6.87,1.45,0.006,16.61,0.85,2.27,0.06,0.24,0,1
0.05,10.29,0.02,0.92,0.005,4.05,0.07,0.87,0.19,1.18,0,0,0.162,6.82,1.35,0.001,24.25,0.05,0.62,0.07,0.06,0.03,1
2.93,15.34,0.01,2.39,0.008,1.65,0.1,0.25,1.12,1.15,0,0,0.121,2.47,1.38,0.003,15.13,2.93,7.55,0.1,0.01,0.03,1
3.99,9.06,0.001,3.64,0.007,6.69,0.06,0.43,1.35,0.32,0,0,0.198,15.91,1.99,0.001,25.05,3.99,4.9,0.06,0.16,0.01,1
1.4,14.93,0.05,3.63,0.007,7.74,0.05,0.7,1.71,0.65,0,0,0.12,3.01,1.68,0.002,18.56,1.4,3.9,0.05,0.41,0.04,1
0.31,1.91,0.04,0.48,0.004,4.59,0.02,0.54,1.31,0.33,0,0,0.113,8.5,1.6,0.01,25.36,0.31,1.84,0.02,0.11,0,1
4.36,29.5,0.03,3.78,0.003,1.45,0.07,0.88,1.19,0.38,0,0,0.064,7.23,1,0.005,14.95,4.36,3.72,0.07,0.42,0.06,1
2.46,13.29,0.01,1.38,0.001,7.17,0,0.24,0.38,0.61,0,0,0.03,1.43,1.01,0.009,6.99,2.46,3.6,0,0.37,0.04,1
3.6,8.62,0.01,1.04,0.004,1.41,0.09,0.19,1.76,0.21,0,0,0.01,2.57,1.61,0.002,5.85,3.6,1.54,0.09,0.16,0.01,1
3.88,11.07,0.05,1.02,0.005,6.1,0.03,0.2,1.13,1.34,0,0,0.162,1.99,1.45,0.008,22.66,3.88,3.71,0.03,0,0.07,1
1.41,3.42,0.02,3.34,0.001,5.79,0.02,0.12,1.85,0.33,0,0,0.16,5.35,1.37,0.003,36.39,1.41,4.33,0.02,0.39,0.07,1
1.01,12.52,0.02,1.83,0.003,6.76,0.05,0.3,0.23,0.21,0,0,0.097,17.64,1.56,0.009,24.1,1.01,3.17,0.05,0.26,0.05,1
2.91,12.55,0.04,1.91,0.005,3.07,0.05,0.05,0.11,0.11,0,0,0.003,1.68,1.27,0.004,34.01,2.91,0.16,0.05,0.17,0.09,1
0.42,18.15,0.02,0.92,0.004,3.76,0.04,0.31,1.6,0.52,0,0,0.125,9.29,1.43,0.002,36.76,0.42,2.38,0.04,0.31,0.01,1
0.29,2.03,0.01,0.83,0.005,6.97,0.09,0.88,0.4,1.41,0,0,0.023,8.8,1.78,0,38.55,0.29,4.86,0.09,0.37,0.02,1
1.7,9.17,0.05,1.46,0.008,0.14,0.07,0.44,1.43,1.35,0,0,0.026,7.13,1.97,0.009,9.71,1.7,6.8,0.07,0.34,0.06,1
4.36,25.18,0.04,0.04,0.001,5.1,0.04,0.86,1.23,0.52,0,0,0.022,12.63,1.93,0.003,1.19,4.36,7.79,0.04,0.43,0.01,1
3.18,29.44,0.01,3.33,0.008,0.4,0.02,0.16,0.15,0.98,0,0,0.187,8.96,1.42,0.004,15.45,3.18,1.7,0.02,0.08,0.05,1
0.19,22.84,0.001,0.09,0.004,1.11,0.03,0.54,1.21,1.33,0,0,0.116,12.05,1.58,0.009,21.2,0.19,0.46,0.03,0,0.03,1
2.73,29.18,0.01,3.65,0.003,3.33,0.06,0.67,1.5,0.48,0,0,0.125,14.07,1.67,0,11.27,2.73,6.85,0.06,0.11,0.06,1
3.65,28.57,0.03,3.1,0.004,6.09,0.05,0.04,0.57,0.92,0,0,0.037,6.39,1.82,0.007,13.01,3.65,5.33,0.05,0.1,0.05,1
2.91,0.37,0.03,2.75,0.003,2.56,0.07,0.49,0.24,1.19,0,0,0.13,4.22,1.9,0.009,2.55,2.91,3.95,0.07,0.49,0.06,1
2.24,9.56,0.03,0.18,0.006,5.6,0.06,0.64,0.02,1.05,0,0,0.174,13.07,1.79,0.006,12.64,2.24,4.39,0.06,0.34,0.07,1
1.86,2.06,0.03,1.64,0.003,4.14,0.01,0.35,0.1,1.47,0,0,0.097,2.42,1.16,0.003,12.17,1.86,7.8,0.01,0.11,0.01,1
0.53,5.44,0.001,2.71,0.008,4.47,0.07,0.43,1.11,0.07,0,0,0.155,12.01,1.19,0.002,34.44,0.53,0.02,0.07,0.05,0.01,1
4.98,7.48,0.04,3.91,0.003,1.1,0.05,0.81,1.52,0.94,0,0,0.042,2.06,1.43,0.008,13.7,4.98,1.71,0.05,0.49,0.02,1
1.16,29.37,0.05,1.29,0.002,2.56,0.06,0.44,0.9,0.28,0,0,0.059,9.91,1.7,0.006,3.18,1.16,2.08,0.06,0.5,0.08,1
1.06,0.43,0.001,2.43,0.007,4.05,0,0.32,1.21,0.32,0,0,0.021,1.41,1.09,0.002,46.81,1.06,2.31,0,0.03,0.02,1
1.27,10.06,0.05,0.75,0.008,6.43,0.01,0.19,0.39,1.35,0,0,0.158,0.9,1.34,0.009,41.53,1.27,4.71,0.01,0.22,0.07,1
4.13,14.07,0.05,1.48,0.001,6.3,0.02,0.06,0.44,0.08,0,0,0.044,16.61,1.8,0.008,21,4.13,3.59,0.02,0.37,0.09,1
3.82,7.05,0.04,2.37,0.004,7.34,0.07,0.19,0.84,0.64,0,0,0.074,7.28,1.42,0.002,31.54,3.82,6.56,0.07,0.12,0.05,1
3.52,23.9,0.02,2.77,0.003,1.07,0.05,0.54,1.35,1.03,0,0,0.067,13.92,1.31,0,12.23,3.52,2.42,0.05,0.23,0,1
4.19,20.35,0.01,1.47,0.003,3.09,0.09,0.52,1.68,1.4,0,0,0.164,10.88,1.54,0.005,19.88,4.19,4.21,0.09,0.17,0.06,1
3.47,6.99,0.03,1.43,0.007,5.98,0.06,0.36,1.95,1.48,0,0,0.183,3.84,1.67,0.005,43.75,3.47,7.7,0.06,0.44,0.08,1
0.5,8.16,0.02,2.43,0.008,0.57,0.06,0.88,0.69,1.32,0,0,0.103,13.78,1.51,0.01,33.36,0.5,5.29,0.06,0.46,0,1
0.03,9.43,0.04,3.3,0.004,7.49,0.1,0.48,1.85,0.88,0,0,0.072,2.78,1.18,0.009,15.5,0.03,4.59,0.1,0.39,0.06,1
0.31,29.31,0.04,1.42,0.009,7.37,0.04,0.89,0.34,0.61,0,0,0.076,0.54,1.06,0.003,13.04,0.31,2.95,0.04,0.02,0.05,1
0.49,25.46,0.01,2.03,0.001,1.03,0.06,0.56,1.42,1.03,0,0,0.014,10.99,1.47,0.006,6.02,0.49,1.38,0.06,0.19,0.06,1
4.76,23.47,0.03,3.01,0.005,7.72,0.08,0.04,1.97,0.12,0,0,0.121,10.85,1.09,0.002,16.15,4.76,5.97,0.08,0.2,0.01,1
3.42,19.72,0.001,1.76,0.001,2.25,0.03,0.2,1.85,1.43,0,0,0.089,4.43,1.15,0.004,2.61,3.42,2.61,0.03,0.08,0.04,1
3.79,5.45,0.02,2.79,0.008,5.64,0.06,0.29,0.67,0.25,0,0,0.169,6.98,1.39,0.001,41.33,3.79,3.08,0.06,0.49,0.02,1
0.06,2.05,0.05,2.76,0.008,0.83,0.01,0.54,0.28,0.93,0,0,0.175,17.17,1.58,0.003,46,0.06,4.85,0.01,0.27,0.02,1
1.72,16.43,0.01,0.97,0.007,0.11,0.08,0.68,1.46,0.93,0,0,0.166,8.14,1.77,0.007,13.79,1.72,0.06,0.08,0.18,0.02,1
0.6,24.21,0.01,2.56,0.003,3.84,0.01,0.44,1.88,0.45,0,0,0.128,4.08,1.67,0.002,37.48,0.6,1.34,0.01,0.13,0.07,1
4.55,29.14,0.02,3.83,0.004,5.66,0.08,0.34,1.95,1.18,0,0,0.075,0.44,1.12,0.005,21.86,4.55,4.88,0.08,0.04,0.01,1
2.25,6.71,0.01,1.66,0.009,1.82,0,0.14,1.63,0.26,0,0,0.142,2.11,1.47,0.006,10.56,2.25,1.2,0,0.45,0,1
0.67,6.22,0.03,1.63,0.004,5.54,0.09,0.32,0.47,0.9,0,0,0.037,3.67,1.47,0.001,12.85,0.67,6.24,0.09,0.47,0.05,1
4.27,17.65,0.01,2.96,0.007,2.92,0.07,0.09,0,1.25,0,0,0.014,16.44,1.88,0.01,0.77,4.27,0.19,0.07,0.29,0.02,1
2.16,14.73,0.01,2.63,0.009,1.02,0.07,0.29,0.76,0.47,0,0,0.175,12.61,1.12,0.005,26.8,2.16,4.45,0.07,0.19,0.07,1
3.47,6.12,0.02,0.91,0.001,0.65,0,0.04,1.64,0.78,0,0,0.092,0.62,1.11,0.01,34.59,3.47,3,0,0.23,0.03,1
2.66,1.01,0.001,2.35,0.005,1.77,0.05,0.7,1.95,0.48,0,0,0.174,15.72,1.48,0.01,27.97,2.66,0.53,0.05,0.21,0.07,1
4.87,26.26,0.01,0.18,0.004,2.14,0.03,0.08,1.81,0.92,0,0,0.018,0.35,1.7,0.008,2.59,4.87,4.98,0.03,0.3,0.01,1
3.88,10.66,0.01,3.45,0.008,1.45,0.02,0.01,1.22,1.23,0,0,0.142,0.92,1.19,0.002,34.36,3.88,5.17,0.02,0.23,0.04,1
0.34,16.82,0.05,2.3,0.002,1.51,0.08,0.12,1.05,0.86,0,0,0.113,0.23,1.48,0.01,27.45,0.34,7.65,0.08,0.19,0.03,1
0.02,19.33,0.001,1.19,0.003,2.54,0.06,0.42,0.38,0.47,0,0,0.176,18.79,1.54,0.008,18.24,0.02,7.17,0.06,0.45,0.02,1
0.93,15.17,0.02,0.82,0.004,1.58,0.05,0.45,1.46,0.45,0,0,0.197,15.13,1.9,0.001,7.93,0.93,4.86,0.05,0.04,0.06,1
3.67,27.89,0.02,3.81,0.007,1.36,0.01,0.08,1.24,0.66,0,0,0.182,2.19,1.2,0.009,9.83,3.67,6.17,0.01,0.07,0.07,1
2.74,16.69,0.02,1.4,0.001,1.35,0.04,0.57,1.43,1.39,0,0,0.118,5.46,1.76,0.001,24.43,2.74,1.42,0.04,0.05,0.07,1
2.36,18.71,0.01,0.1,0.001,5.83,0.05,0.7,1.32,0.95,0,0,0.16,11.75,1.27,0.002,28.19,2.36,0.15,0.05,0.38,0.04,1
2.72,2.22,0.001,3.32,0.001,7.85,0.04,0.06,1.69,1.37,0,0,0.161,2.65,1.9,0.009,41.23,2.72,1.8,0.04,0.09,0.01,1
3.54,28.57,0.03,1,0.008,4.96,0.09,0.66,0.8,0.91,0,0,0.05,9.65,1.42,0.005,12.48,3.54,7.93,0.09,0.42,0.01,1
0.52,0.4,0.001,2.15,0.008,7.18,0.07,0.11,0.53,1.05,0,0,0.076,11.5,1.32,0.01,6.7,0.52,5.65,0.07,0.38,0.05,1
2.46,9.9,0.001,1.09,0.008,5.87,0.02,0.57,0.37,0.95,0,0,0.072,2.98,1.95,0.002,26.27,2.46,4.53,0.02,0.11,0.02,1
0.18,21.12,0.04,0.61,0.005,1.99,0.06,0.25,0.83,1.09,0,0,0.084,5.88,1.46,0.001,27.44,0.18,4.6,0.06,0.04,0.01,1
2.5,9.49,0.03,3.44,0.003,0.51,0.02,0.08,0.16,0.39,0,0,0.037,17.2,1.21,0.005,22.13,2.5,4.07,0.02,0.41,0.06,1
2.36,13.67,0.04,3.1,0.006,4.47,0.03,0.6,0.88,0.28,0,0,0.097,7.35,1.34,0.004,15.06,2.36,6.35,0.03,0.29,0.08,1
2.48,3.9,0.02,2.85,0.006,7.93,0.04,0.29,0.29,0.57,0,0,0.154,16.29,1.96,0.002,2.64,2.48,0.79,0.04,0.03,0,1
0.68,28.29,0.03,3.45,0.005,3.83,0.06,0.04,1.04,1.36,0,0,0.161,12.25,1.27,0.008,13.93,0.68,6.59,0.06,0.11,0.04,1
3.72,2.48,0.04,1.24,0.002,1.96,0.09,0.71,0.81,0.54,0,0,0.019,15.41,1.8,0.007,14.97,3.72,0.6,0.09,0.13,0.03,1
4.76,20.6,0.02,1.71,0.005,6.26,0.01,0.58,0.11,1.22,0,0,0.176,3.77,1.84,0.006,10.24,4.76,0.82,0.01,0.47,0.08,1
2.54,0.09,0.03,3.22,0.005,1.18,0.03,0.26,1.8,0.72,0,0,0.088,9.41,1.39,0.009,39.38,2.54,7.7,0.03,0.34,0.02,1
0.91,8.09,0.01,1.03,0.005,4.79,0.03,0.04,0.42,0.07,0,0,0.015,14.66,1.46,0.004,11.52,0.91,6.12,0.03,0.36,0.04,1
0.42,17.59,0.01,2.82,0.009,3.7,0.09,0.34,0.07,0.76,0,0,0.109,17.16,1,0.01,19.19,0.42,2.86,0.09,0.21,0.03,1
4.32,4.93,0.01,0.55,0.006,6.25,0,0.65,0.2,0.86,0,0,0.191,18.68,1.68,0.007,4.4,4.32,3.49,0,0.43,0.02,1
0.44,1.84,0.01,0.06,0.008,4.37,0.01,0.38,1.77,0.78,0,0,0.053,0.48,1.65,0.006,12.7,0.44,3.56,0.01,0.33,0.05,1
3.5,2.36,0.02,1.85,0.004,2.81,0.03,0.46,0.03,0.73,0,0,0.024,9.49,1.71,0.007,44.67,3.5,7.52,0.03,0.26,0.08,1
0.75,4.61,0.03,1.09,0.005,7.66,0.08,0.62,0.5,1.31,0,0,0.068,13.52,1.35,0,7.51,0.75,7.18,0.08,0.2,0.03,1
3.26,22.23,0.04,2.19,0.006,0.26,0.1,0.77,1.26,0.04,0,0,0.046,11.37,1.44,0.007,16.91,3.26,2.06,0.1,0.07,0.07,1
2.76,9.25,0.02,0.2,0.009,1.9,0.01,0.7,1.33,0.71,0,0,0.014,7.64,1.55,0.006,34.35,2.76,6.67,0.01,0.16,0.02,1
0.75,10.88,0.01,2.59,0.006,3.49,0.02,0.89,0.73,1.06,0,0,0.011,8.32,1.47,0.007,18.51,0.75,0.77,0.02,0.36,0.08,1
4.55,10.69,0.001,3.42,0.007,3.35,0.09,0.36,0.88,1.13,0,0,0.03,8.25,1.8,0.006,38.44,4.55,2.08,0.09,0.24,0.03,1
1.12,24.37,0.01,0.7,0.008,4.98,0.07,0.36,1.43,0.63,0,0,0.146,2.27,1.24,0.008,37.35,1.12,1.68,0.07,0.37,0.07,1
0.99,14.51,0.05,2.01,0.004,0.41,0.03,0.36,0.26,1.41,0,0,0.05,7.85,1.16,0.003,1.01,0.99,0.63,0.03,0.19,0.04,1
3.71,6.52,0.02,0.42,0.004,0.38,0.06,0.47,1.58,0.43,0,0,0.187,8.88,1.77,0.001,32.92,3.71,4.49,0.06,0.46,0.07,1
3.56,21.75,0.04,1.29,0.007,4.49,0.03,0.08,1.65,0.03,0,0,0.067,5.56,1.64,0.001,7,3.56,2.73,0.03,0.19,0,1
1.5,9.91,0.04,2.68,0.004,3.37,0.04,0.09,1.52,1.02,0,0,0.071,17.71,1.71,0.003,23.89,1.5,1.4,0.04,0.41,0.02,1
0.56,27.93,0.03,3.58,0.007,7.67,0.08,0.27,0.69,1.39,0,0,0.005,8.17,1.46,0.005,0.07,0.56,3.37,0.08,0.13,0,1
1.05,18.67,0.02,2.36,0.001,4.97,0.03,0.13,0.55,1.01,0,0,0.198,11.97,1.02,0.007,11.12,1.05,1.02,0.03,0.26,0.06,1
4.96,5.38,0.02,3.7,0.002,6.39,0.04,0.01,0.29,1.14,0,0,0.174,9.12,1.1,0.006,21.71,4.96,0.22,0.04,0.06,0.09,1
0.22,18.53,0.03,2.14,0.001,1.79,0.08,0.88,0.56,1.49,0,0,0.05,11.82,1.06,0.003,30.27,0.22,1.91,0.08,0.29,0.06,1
3.28,24.12,0.05,3.59,0.006,5.42,0.05,0.31,1.53,0.33,0,0,0.164,6.92,1.53,0.006,0.13,3.28,4.62,0.05,0.07,0.06,1
3.92,0.53,0.05,3.96,0.008,5.18,0.04,0.82,0.69,1.35,0,0,0.139,1.1,1.64,0.006,12.71,3.92,1.03,0.04,0.23,0.07,1
4.19,0.68,0.01,1.37,0.004,2.47,0.03,0.28,1.05,0.28,0,0,0.096,18.41,1.42,0.007,24.83,4.19,4.03,0.03,0.37,0.08,1
2.75,3.82,0.03,1.69,0.004,6.12,0.09,0.89,0.81,1.43,0,0,0.037,4.41,1.26,0.003,12.21,2.75,2.69,0.09,0.49,0,1
2.82,10.11,0.03,0.3,0.001,4.08,0.06,0.03,0.9,1.24,0,0,0.061,0.37,1.16,0.007,43.79,2.82,0.56,0.06,0.21,0.03,1
1.34,12.27,0.02,1.37,0.004,4.13,0.05,0.1,1.73,0.8,0,0,0.174,16.88,1.45,0.006,28.73,1.34,6.87,0.05,0.13,0.07,1
3.45,24.62,0.01,1.51,0.004,1.89,0.01,0.79,1.92,1.42,0,0,0.194,0.62,1.34,0.004,28.21,3.45,2.94,0.01,0.14,0.09,1
2.58,12.63,0.02,2.93,0.007,0.65,0.02,0.18,0.38,0.27,0,0,0.131,12.32,1.77,0.001,30.95,2.58,6.15,0.02,0.42,0.05,1
2.64,6.52,0.04,3.93,0.002,6.6,0.07,0.72,0.04,1.37,0,0,0.032,4.38,1.48,0.007,33.77,2.64,1.16,0.07,0.01,0,1
2.72,26.67,0.05,0.53,0.006,1.87,0.05,0.18,1.76,1.44,0,0,0.162,4.69,1.66,0.009,22.73,2.72,3.61,0.05,0.02,0.05,1
4.69,8.04,0.02,2.36,0.003,1.78,0.01,0.26,1.97,0.08,0,0,0.184,7.92,1.74,0.003,42.56,4.69,5.83,0.01,0.48,0.07,1
3.51,0.9,0.05,0.32,0.005,1.99,0.03,0.52,0.85,1.35,0,0,0.059,6.74,1.4,0.003,57,3.51,1.7,0.03,0.04,0.03,1
3.73,6.59,0.02,2.24,0.001,7.42,0.07,0.23,0.3,1.02,0,0,0.032,10.94,1.64,0.004,15.32,3.73,1.35,0.07,0.35,0.02,1
2.17,22.04,0.05,3.98,0.003,4.27,0.07,0.38,0.16,0.12,0,0,0.026,4.85,1.85,0.007,16.62,2.17,7.46,0.07,0.3,0,1
0.36,11.11,0.03,1.96,0.008,2.96,0.01,0.33,0.54,0.72,0,0,0.028,18.72,1.56,0.006,22.59,0.36,2.17,0.01,0.2,0.09,1
3.68,14.46,0.01,2.91,0.006,1.87,0.09,0.87,1.45,0.04,0,0,0.074,16.31,1.54,0.008,22.62,3.68,7.15,0.09,0.24,0,1
3.62,2.31,0.03,3.99,0.001,4.4,0.09,0.53,1,1.33,0,0,0.031,12.3,1.87,0.009,8.76,3.62,3.93,0.09,0.43,0.03,1
0.15,2.61,0.01,2.56,0.007,6.9,0.07,0.42,0.46,1.31,0,0,0.093,13.37,1.16,0.004,26.43,0.15,2.83,0.07,0.3,0.03,1
2.1,3.73,0.05,3.38,0.005,4.01,0.02,0.78,1.18,1.41,0,0,0.128,8.99,1.43,0.01,38.03,2.1,2.77,0.02,0.05,0.06,1
1.34,14.78,0.03,0.96,0.009,7.78,0.09,0.88,0,0.38,0,0,0.166,0.34,1.35,0.01,14.42,1.34,2.6,0.09,0.44,0.01,1
1.74,3.34,0.01,0.72,0.008,7.93,0.05,0.51,0.1,0.46,0,0,0.165,5.52,1.89,0.002,55.72,1.74,0,0.05,0.04,0.06,1
3.68,10.66,0.03,3.87,0.007,3.53,0.03,0.66,0.82,0.57,0,0,0.023,2.96,1.55,0.007,4.46,3.68,3.29,0.03,0.13,0.06,1
3.87,15.72,0.02,3.28,0.001,3.16,0.03,0.07,0.67,0.08,0,0,0.123,3.28,1.72,0,5.54,3.87,0.32,0.03,0.06,0.01,1
1.32,3.91,0.01,3.06,0.009,5.06,0.05,0.84,1.15,1.03,0,0,0.145,5.04,1.14,0.002,46.47,1.32,0.53,0.05,0.13,0.03,1
2.54,9.92,0.05,1.65,0.001,1.19,0.09,0.47,1.76,0.65,0,0,0.105,2.84,1.11,0.008,43.04,2.54,5.7,0.09,0.06,0.07,1
0,22.91,0.02,0.57,0.006,4.06,0.09,0.37,1.76,0.69,0,0,0.054,10.51,1.19,0.007,0.8,0,6.7,0.09,0.37,0.04,1
